counter,start,storeDLT,storeKfrags,finish
0,1650468555159,1650468559205,1650468559631,1650468560027
1,1650468560029,1650468565981,1650468566734,1650468568290
2,1650468572276,1650468576069,1650468576468,1650468583280
3,1650468584240,1650468588059,1650468588466,1650468588787
4,1650468588929,1650468594223,1650468596208,1650468598045
5,1650468598826,1650468605539,1650468605920,1650468609189
6,1650468609916,1650468616330,1650468616833,1650468618978
7,1650468619805,1650468627051,1650468628075,1650468628461
8,1650468632346,1650468639097,1650468641221,1650468641550
9,1650468643343,1650468647888,1650468648233,1650468648555
