counter,start,storeDLT,storeKfrags,finish
0,1650471611010,1650471621015,1650471624888,1650471628547
1,1650471629395,1650471654668,1650471660046,1650471660377
2,1650471661332,1650471673858,1650471674705,1650471675031
3,1650471677289,1650471683849,1650471696087,1650471709368
4,1650471709960,1650471725821,1650471730572,1650471732931
5,1650471734082,1650471752762,1650471762136,1650471768233
6,1650471769399,1650471810455,1650471822777,1650471851205
7,1650471851754,1650471888012,1650471900071,1650471900380
8,1650471904380,1650471926511,1650471927022,1650471943758
9,1650471943847,1650471949523,1650471950762,1650471951073
