counter,start,storeDLT,storeKfrags,finish
0,1650471611243,1650471624884,1650471625571,1650471632734
1,1650471633273,1650471646221,1650471650857,1650471654302
2,1650471655034,1650471664914,1650471685503,1650471696461
3,1650471697939,1650471724658,1650471725051,1650471743640
4,1650471743969,1650471757097,1650471765497,1650471779771
5,1650471780762,1650471813744,1650471827565,1650471827879
6,1650471828497,1650471840028,1650471857784,1650471898276
7,1650471898850,1650471912527,1650471928776,1650471946712
8,1650471946793,1650471962045,1650471971073,1650471976310
9,1650471977154,1650471980716,1650471981302,1650471984526
