counter,start,storeDLT,storeKfrags,finish
0,1650471614674,1650471624031,1650471625936,1650471635534
1,1650471637721,1650471645794,1650471657040,1650471657375
2,1650471658676,1650471674282,1650471690542,1650471690857
3,1650471690972,1650471704884,1650471705589,1650471718775
4,1650471719321,1650471723581,1650471741420,1650471741753
5,1650471742682,1650471763723,1650471768256,1650471769274
6,1650471770688,1650471810302,1650471813799,1650471827494
7,1650471827619,1650471840740,1650471844460,1650471844791
8,1650471844886,1650471880500,1650471881490,1650471881830
9,1650471884253,1650471903894,1650471912714,1650471931481
