counter,start,storeDLT,storeKfrags,finish
0,1650471610867,1650471626618,1650471630963,1650471638976
1,1650471642601,1650471657235,1650471661711,1650471679611
2,1650471681490,1650471702702,1650471703764,1650471704106
3,1650471704251,1650471729624,1650471744455,1650471746983
4,1650471747079,1650471763580,1650471773807,1650471792481
5,1650471793353,1650471820566,1650471845483,1650471884020
6,1650471884396,1650471903959,1650471920228,1650471936027
7,1650471936201,1650471958492,1650471959076,1650471959385
8,1650471959426,1650471973785,1650471976730,1650471983636
9,1650471983837,1650471986935,1650471987326,1650471987635
