counter,start,storeDLT,storeKfrags,finish
0,1650471611184,1650471623517,1650471626501,1650471632219
1,1650471632408,1650471643333,1650471654709,1650471657767
2,1650471657785,1650471677136,1650471681716,1650471682048
3,1650471685419,1650471696541,1650471709032,1650471709344
4,1650471709487,1650471724627,1650471741588,1650471758675
5,1650471758922,1650471773682,1650471776876,1650471785705
6,1650471785972,1650471829011,1650471838314,1650471851275
7,1650471852187,1650471898500,1650471908207,1650471908534
8,1650471908726,1650471953506,1650471964736,1650471979827
9,1650471981245,1650471986930,1650471987330,1650471989094
