counter,start,storeDLT,storeKfrags,finish
0,1650471610508,1650471623513,1650471625406,1650471626452
1,1650471627073,1650471638516,1650471651635,1650471661524
2,1650471661599,1650471669770,1650471674164,1650471674503
3,1650471674659,1650471683941,1650471693555,1650471705073
4,1650471706218,1650471717282,1650471729651,1650471736533
5,1650471736833,1650471751846,1650471752359,1650471752699
6,1650471759411,1650471773680,1650471776943,1650471780374
7,1650471780881,1650471808818,1650471813469,1650471838530
8,1650471838536,1650471844500,1650471876255,1650471883786
9,1650471885015,1650471920018,1650471923283,1650471942006
