counter,start,storeDLT,storeKfrags,finish
0,1650471612346,1650471624893,1650471627110,1650471635436
1,1650471635745,1650471659946,1650471672526,1650471672832
2,1650471674157,1650471678200,1650471695496,1650471706733
3,1650471708425,1650471728223,1650471743945,1650471760746
4,1650471760828,1650471775771,1650471781210,1650471783580
5,1650471787709,1650471830245,1650471851758,1650471885270
6,1650471885371,1650471903989,1650471920309,1650471931656
7,1650471931989,1650471949792,1650471960023,1650471971006
8,1650471971456,1650471978741,1650471979270,1650471979612
9,1650471981439,1650471986928,1650471987323,1650471989093
