counter,start,storeDLT,storeKfrags,finish
0,1650469198048,1650469208796,1650469209136,1650469211438
1,1650469212626,1650469220632,1650469223480,1650469227744
2,1650469228578,1650469235291,1650469241432,1650469247884
3,1650469248519,1650469259643,1650469260034,1650469268308
4,1650469268511,1650469273495,1650469273841,1650469280932
5,1650469283927,1650469293247,1650469296624,1650469299081
6,1650469300644,1650469307204,1650469309213,1650469314730
7,1650469315724,1650469321676,1650469322072,1650469325732
8,1650469325816,1650469331624,1650469331998,1650469333997
9,1650469334451,1650469341545,1650469341908,1650469343919
