counter,start,storeDLT,storeKfrags,finish
0,1650469197700,1650469203077,1650469203827,1650469207299
1,1650469207893,1650469216348,1650469221156,1650469228832
2,1650469232200,1650469250335,1650469252995,1650469260844
3,1650469261100,1650469273633,1650469274035,1650469279618
4,1650469280977,1650469285815,1650469287358,1650469289188
5,1650469290095,1650469301642,1650469302060,1650469304461
6,1650469306092,1650469314848,1650469316321,1650469321210
7,1650469322689,1650469329811,1650469330560,1650469338314
8,1650469338609,1650469348544,1650469350479,1650469354688
9,1650469355134,1650469358838,1650469359355,1650469361479
