counter,start,storeDLT,storeKfrags,finish
0,1650469199932,1650469209204,1650469209623,1650469213739
1,1650469214515,1650469218967,1650469222852,1650469231938
2,1650469232394,1650469242702,1650469244182,1650469252636
3,1650469252960,1650469257449,1650469262726,1650469272069
4,1650469273514,1650469283887,1650469284460,1650469286510
5,1650469286960,1650469291162,1650469294476,1650469298568
6,1650469299662,1650469307058,1650469307982,1650469312776
7,1650469314103,1650469319681,1650469321539,1650469327768
8,1650469327804,1650469341149,1650469344580,1650469350593
9,1650469350822,1650469356207,1650469356606,1650469358928
