counter,start,storeDLT,storeKfrags,finish
0,1648547832293,1648547832297,1648547832301,1648547832306
0,1648547833328,1648547833330,1648547833332,1648547833335
1,1648547833618,1648547833624,1648547833633,1648547833641
1,1648547833930,1648547833935,1648547833945,1648547833955
