counter,start,storeDLT,storeKfrags,finish
0,1650465876207,1650465891549,1650465895080,1650465899922
1,1650465901333,1650465920822,1650465925193,1650465934212
2,1650465934285,1650465948400,1650465957609,1650465972912
3,1650465973062,1650465975893,1650465979035,1650465982677
4,1650465984249,1650466007505,1650466017307,1650466029680
5,1650466032824,1650466043457,1650466082773,1650466101272
6,1650466101702,1650466116785,1650466118477,1650466118969
7,1650466121432,1650466131715,1650466137028,1650466140451
8,1650466142407,1650466147023,1650466147939,1650466148259
9,1650466148737,1650466178060,1650466178706,1650466183499
