counter,start,storeDLT,storeKfrags,finish
0,1650465875556,1650465888730,1650465894403,1650465894754
1,1650465895038,1650465914197,1650465915885,1650465919311
2,1650465921486,1650465931414,1650465940013,1650465951935
3,1650465952364,1650465960708,1650465961333,1650465961637
4,1650465963649,1650465984396,1650465994186,1650465994493
5,1650465994579,1650466002363,1650466004117,1650466012752
6,1650466016798,1650466030226,1650466031337,1650466036968
7,1650466037195,1650466108069,1650466116508,1650466131700
8,1650466132206,1650466159273,1650466161528,1650466166812
9,1650466167179,1650466171566,1650466172249,1650466172562
