counter,start,storeDLT,storeKfrags,finish
0,1650465879655,1650465903395,1650465914524,1650465923364
1,1650465923512,1650465940991,1650465947704,1650465948233
2,1650465948468,1650465964762,1650465977813,1650465978151
3,1650465983313,1650466001490,1650466010108,1650466017599
4,1650466018855,1650466040480,1650466076745,1650466077098
5,1650466077463,1650466093458,1650466130521,1650466139722
6,1650466139799,1650466160973,1650466161501,1650466161808
7,1650466162064,1650466171702,1650466196876,1650466197180
8,1650466197457,1650466204483,1650466205205,1650466206278
9,1650466206444,1650466211197,1650466211618,1650466211912
