counter,start,storeDLT,storeKfrags,finish
0,1650465876689,1650465891040,1650465898554,1650465910617
1,1650465913334,1650465923897,1650465929198,1650465929502
2,1650465929706,1650465947731,1650465953094,1650465956296
3,1650465957424,1650465967035,1650465971984,1650465981655
4,1650465982454,1650465987423,1650465987769,1650465989116
5,1650465989120,1650466002468,1650466004237,1650466004548
6,1650466005746,1650466019397,1650466025321,1650466025744
7,1650466026656,1650466034296,1650466040732,1650466054715
8,1650466055338,1650466067734,1650466103752,1650466104068
9,1650466104220,1650466142432,1650466161266,1650466161576
