counter,start,storeDLT,storeKfrags,finish
0,1650465875232,1650465888449,1650465894266,1650465898613
1,1650465898702,1650465909823,1650465920524,1650465925004
2,1650465926654,1650465936449,1650465938226,1650465938530
3,1650465938777,1650465947702,1650465950624,1650465950937
4,1650465952032,1650465960682,1650465973116,1650465976246
5,1650465978873,1650465983148,1650465989954,1650465990263
6,1650465990410,1650466004832,1650466005687,1650466017182
7,1650466017676,1650466040269,1650466076515,1650466076846
8,1650466078893,1650466084204,1650466084776,1650466085086
9,1650466085122,1650466129782,1650466132964,1650466133273
