counter,start,storeDLT,storeKfrags,finish
0,1650470703411,1650470712139,1650470713892,1650470714205
1,1650470714288,1650470724478,1650470726621,1650470731484
2,1650470732587,1650470742552,1650470749800,1650470757176
3,1650470760650,1650470778991,1650470779419,1650470782581
4,1650470784489,1650470799047,1650470802824,1650470813270
5,1650470814370,1650470824169,1650470832281,1650470846547
6,1650470847572,1650470851514,1650470870548,1650470874410
7,1650470875064,1650470902334,1650470903036,1650470930782
8,1650470931427,1650470956562,1650470969036,1650470976297
9,1650470976657,1650470984657,1650470985160,1650470987908
