counter,start,storeDLT,storeKfrags,finish
0,1650470702652,1650470712553,1650470716916,1650470725255
1,1650470726442,1650470737617,1650470747024,1650470747332
2,1650470749224,1650470755983,1650470758322,1650470769472
3,1650470769570,1650470783203,1650470791666,1650470797501
4,1650470800086,1650470807892,1650470814961,1650470815282
5,1650470815833,1650470823878,1650470828629,1650470832193
6,1650470832403,1650470835975,1650470836405,1650470839064
7,1650470839960,1650470851323,1650470851694,1650470852071
8,1650470852896,1650470855515,1650470855916,1650470858529
9,1650470859082,1650470865238,1650470865970,1650470869845
