counter,start,storeDLT,storeKfrags,finish
0,1650470701860,1650470715783,1650470716240,1650470720636
1,1650470720886,1650470738613,1650470743046,1650470756262
2,1650470756693,1650470772159,1650470772557,1650470783121
3,1650470783568,1650470790186,1650470791664,1650470793786
4,1650470797335,1650470810990,1650470812067,1650470820189
5,1650470821008,1650470833625,1650470834245,1650470853367
6,1650470853439,1650470858308,1650470858669,1650470876274
7,1650470877961,1650470881329,1650470881847,1650470887529
8,1650470889014,1650470923314,1650470923864,1650470924176
9,1650470924486,1650470929833,1650470935025,1650470956555
