counter,start,storeDLT,storeKfrags,finish
0,1650465485775,1650465494962,1650465497245,1650465497553
1,1650465497762,1650465504835,1650465507245,1650465507557
2,1650465507849,1650465523284,1650465525560,1650465530314
3,1650465531638,1650465541045,1650465545181,1650465562570
4,1650465568291,1650465594241,1650465608951,1650465613465
5,1650465613999,1650465619446,1650465620037,1650465620520
6,1650465622670,1650465626301,1650465635515,1650465635828
7,1650465636410,1650465658800,1650465660820,1650465667730
8,1650465668274,1650465685993,1650465686533,1650465689517
9,1650465690355,1650465696596,1650465697105,1650465697438
