counter,start,storeDLT,storeKfrags,finish
0,1650465485005,1650465491746,1650465500686,1650465500995
1,1650465501740,1650465519532,1650465530914,1650465531315
2,1650465534499,1650465546836,1650465550547,1650465565152
3,1650465565700,1650465584442,1650465585468,1650465585773
4,1650465586070,1650465607486,1650465619843,1650465632782
5,1650465633213,1650465654927,1650465659072,1650465660788
6,1650465660859,1650465675363,1650465675750,1650465676074
7,1650465676974,1650465683090,1650465683547,1650465686697
8,1650465686789,1650465690415,1650465700819,1650465701132
9,1650465701140,1650465715179,1650465715609,1650465722303
