counter,start,storeDLT,storeKfrags,finish
0,1650465486323,1650465500939,1650465507243,1650465524007
1,1650465524220,1650465540457,1650465545113,1650465548346
2,1650465549958,1650465562884,1650465580482,1650465580801
3,1650465581739,1650465608768,1650465609182,1650465613539
4,1650465615182,1650465619325,1650465619845,1650465620150
5,1650465620495,1650465626386,1650465635557,1650465640624
6,1650465640645,1650465659159,1650465666664,1650465666982
7,1650465667101,1650465670987,1650465685836,1650465686153
8,1650465686393,1650465690449,1650465690840,1650465691161
9,1650465693264,1650465698592,1650465698962,1650465702344
