counter,start,storeDLT,storeKfrags,finish
0,1650471102802,1650471109241,1650471113625,1650471116077
1,1650471116735,1650471122560,1650471132474,1650471134762
2,1650471134971,1650471141874,1650471153797,1650471168970
3,1650471170230,1650471177375,1650471177766,1650471194533
4,1650471194702,1650471199220,1650471200459,1650471202950
5,1650471204642,1650471208790,1650471209123,1650471233097
6,1650471234051,1650471262762,1650471278659,1650471305539
7,1650471305632,1650471315950,1650471316497,1650471320763
8,1650471322405,1650471331765,1650471365778,1650471373244
9,1650471373378,1650471385750,1650471418192,1650471447310
