counter,start,storeDLT,storeKfrags,finish
0,1650471102476,1650471116881,1650471119065,1650471133223
1,1650471133831,1650471149732,1650471150123,1650471152132
2,1650471152288,1650471155628,1650471156059,1650471158660
3,1650471159401,1650471165424,1650471178689,1650471196943
4,1650471197576,1650471203002,1650471203368,1650471206621
5,1650471206935,1650471232060,1650471232398,1650471256127
6,1650471259496,1650471280355,1650471281909,1650471286966
7,1650471287755,1650471313773,1650471314257,1650471347756
8,1650471348314,1650471396423,1650471398739,1650471427336
9,1650471428756,1650471440835,1650471441326,1650471458121
