counter,start,storeDLT,storeKfrags,finish
0,1650471105600,1650471133247,1650471133834,1650471147832
1,1650471148013,1650471166261,1650471170680,1650471174135
2,1650471174342,1650471194557,1650471213325,1650471215809
3,1650471216061,1650471239665,1650471240081,1650471245031
4,1650471246738,1650471249694,1650471266927,1650471285101
5,1650471285257,1650471310932,1650471316242,1650471320972
6,1650471321082,1650471328016,1650471359038,1650471366180
7,1650471366681,1650471373423,1650471377962,1650471387984
8,1650471388305,1650471449048,1650471463451,1650471466362
9,1650471467918,1650471481572,1650471482137,1650471488342
