counter,start,storeDLT,storeKfrags,finish
0,1650471104064,1650471117261,1650471126150,1650471140512
1,1650471140579,1650471155503,1650471168253,1650471171804
2,1650471172141,1650471176065,1650471178441,1650471180805
3,1650471181276,1650471202878,1650471203342,1650471222218
4,1650471223420,1650471230392,1650471230894,1650471252415
5,1650471252849,1650471271761,1650471293442,1650471301761
6,1650471302904,1650471316269,1650471342469,1650471348711
7,1650471351212,1650471398245,1650471423579,1650471427728
8,1650471431570,1650471437279,1650471437612,1650471455649
9,1650471456432,1650471472396,1650471472838,1650471477018
