counter,start,storeDLT,storeKfrags,finish
0,1650474913905,1650474929393,1650474931827,1650474936040
1,1650474937261,1650474950191,1650474962637,1650474976003
2,1650474978944,1650475015127,1650475017995,1650475022297
3,1650475023849,1650475035476,1650475051506,1650475051842
4,1650475052796,1650475057857,1650475073810,1650475074124
5,1650475074396,1650475088119,1650475090726,1650475110179
6,1650475111756,1650475148377,1650475167849,1650475168163
7,1650475168608,1650475220165,1650475236114,1650475236421
8,1650475236928,1650475244833,1650475293174,1650475295336
9,1650475295693,1650475307334,1650475313356,1650475314135
