counter,start,storeDLT,storeKfrags,finish
0,1650474914130,1650474926282,1650474931248,1650474931620
1,1650474932502,1650474947793,1650474964235,1650474984512
2,1650474987047,1650475007635,1650475016092,1650475020672
3,1650475020810,1650475055812,1650475066375,1650475085091
4,1650475085324,1650475107534,1650475108560,1650475108958
5,1650475109478,1650475114708,1650475120862,1650475122655
6,1650475122755,1650475128617,1650475130977,1650475135973
7,1650475136284,1650475245587,1650475246191,1650475246518
8,1650475248268,1650475253084,1650475257949,1650475302934
9,1650475303415,1650475351894,1650475379877,1650475380337
