counter,start,storeDLT,storeKfrags,finish
0,1650474914019,1650474935514,1650474940499,1650474957778
1,1650474957919,1650474979228,1650475015116,1650475038601
2,1650475038708,1650475046994,1650475047382,1650475049691
3,1650475050211,1650475071383,1650475079095,1650475086185
4,1650475088176,1650475113182,1650475137863,1650475190847
5,1650475191814,1650475253927,1650475254432,1650475260425
6,1650475261279,1650475317302,1650475320189,1650475320522
7,1650475321706,1650475328658,1650475331187,1650475335415
8,1650475336552,1650475370411,1650475371187,1650475371549
9,1650475371755,1650475376195,1650475400212,1650475400537
