counter,start,storeDLT,storeKfrags,finish
0,1650474913917,1650474935317,1650474940066,1650474953772
1,1650474954460,1650474959241,1650474968063,1650474983690
2,1650474986083,1650475025988,1650475034650,1650475034983
3,1650475035952,1650475051516,1650475064291,1650475073207
4,1650475073511,1650475086711,1650475087102,1650475088143
5,1650475088312,1650475096652,1650475115245,1650475119363
6,1650475119958,1650475156691,1650475169155,1650475172006
7,1650475172447,1650475203177,1650475262190,1650475262550
8,1650475264407,1650475273633,1650475284657,1650475287788
9,1650475289020,1650475306884,1650475312942,1650475313950
