counter,start,storeDLT,storeKfrags,finish
0,1650472726456,1650472743154,1650472748979,1650472757149
1,1650472757547,1650472765877,1650472772223,1650472772537
2,1650472774073,1650472799215,1650472805314,1650472813998
3,1650472814195,1650472823727,1650472841779,1650472842452
4,1650472842801,1650472847007,1650472850889,1650472876009
5,1650472877323,1650472907088,1650472917755,1650472918060
6,1650472918818,1650472930977,1650472936770,1650472983250
7,1650472983930,1650472993744,1650472994259,1650473008075
8,1650473008434,1650473032969,1650473055030,1650473055557
9,1650473059665,1650473083754,1650473111566,1650473111874
