counter,start,storeDLT,storeKfrags,finish
0,1650472726757,1650472738829,1650472744887,1650472745262
1,1650472745547,1650472762474,1650472768654,1650472782553
2,1650472785910,1650472795409,1650472808795,1650472817770
3,1650472818084,1650472823656,1650472827677,1650472845554
4,1650472847117,1650472855974,1650472859931,1650472865896
5,1650472867150,1650472872876,1650472874999,1650472875305
6,1650472875416,1650472882378,1650472907781,1650472916232
7,1650472917647,1650472971739,1650473008068,1650473008378
8,1650473009953,1650473032764,1650473038979,1650473039289
9,1650473040280,1650473057047,1650473076734,1650473099512
