counter,start,storeDLT,storeKfrags,finish
0,1650472727440,1650472749729,1650472758750,1650472773269
1,1650472774131,1650472787057,1650472794212,1650472804783
2,1650472806481,1650472814614,1650472820752,1650472821599
3,1650472822187,1650472842806,1650472845294,1650472845600
4,1650472846371,1650472874535,1650472876120,1650472879674
5,1650472879739,1650472888128,1650472893008,1650472895371
6,1650472898479,1650472923986,1650472972045,1650472983525
7,1650472985978,1650473020312,1650473043232,1650473043542
8,1650473043873,1650473052504,1650473057085,1650473082969
9,1650473085972,1650473115016,1650473141045,1650473144774
