counter,start,storeDLT,storeKfrags,finish
0,1650472726520,1650472738958,1650472739762,1650472741992
1,1650472742420,1650472754409,1650472764969,1650472779807
2,1650472782086,1650472797830,1650472810935,1650472820764
3,1650472821122,1650472854965,1650472878732,1650472879047
4,1650472879104,1650472887934,1650472888449,1650472932509
5,1650472933074,1650472993727,1650473020489,1650473020796
6,1650473020919,1650473039486,1650473063773,1650473079319
7,1650473079589,1650473129167,1650473148076,1650473148384
8,1650473149263,1650473156712,1650473159354,1650473161813
9,1650473166119,1650473174026,1650473174373,1650473178704
