counter,start,storeDLT,storeKfrags,finish
0,1650472726579,1650472738850,1650472747804,1650472749089
1,1650472750428,1650472777969,1650472785353,1650472791695
2,1650472792215,1650472803590,1650472810448,1650472814333
3,1650472814462,1650472831637,1650472833181,1650472856863
4,1650472857468,1650472860817,1650472861205,1650472864678
5,1650472866520,1650472874454,1650472874860,1650472876162
6,1650472877457,1650472885683,1650472911994,1650472912309
7,1650472914135,1650472925574,1650472976727,1650472984660
8,1650472985131,1650473020275,1650473043291,1650473071021
9,1650473074715,1650473096226,1650473113778,1650473114090
