counter,start,storeDLT,storeKfrags,finish
0,1650468946284,1650468952099,1650468952475,1650468955958
1,1650468956995,1650468963442,1650468965197,1650468972552
2,1650468972778,1650468979147,1650468980297,1650468984802
3,1650468984904,1650468991692,1650468995937,1650468996324
4,1650468996450,1650469001174,1650469003711,1650469006322
5,1650469006343,1650469009799,1650469011625,1650469011944
6,1650469013109,1650469023361,1650469025276,1650469025589
7,1650469026414,1650469037019,1650469037513,1650469040092
8,1650469041397,1650469048823,1650469051733,1650469052073
9,1650469052704,1650469062784,1650469066106,1650469070873
