counter,start,storeDLT,storeKfrags,finish
0,1650468313287,1650468317103,1650468317575,1650468319956
1,1650468320272,1650468324606,1650468325022,1650468326924
2,1650468327261,1650468331661,1650468332108,1650468333835
3,1650468333877,1650468338679,1650468339080,1650468341038
4,1650468341657,1650468345344,1650468345753,1650468348440
5,1650468349016,1650468352599,1650468353037,1650468356517
6,1650468357425,1650468364443,1650468364778,1650468367347
7,1650468370184,1650468379725,1650468380079,1650468383042
8,1650468383228,1650468393818,1650468394225,1650468399623
9,1650468400561,1650468405782,1650468406118,1650468408043
