counter,start,storeDLT,storeKfrags,finish
0,1650464134455,1650464141963,1650464142367,1650464142664
1,1650464153877,1650464156821,1650464157288,1650464159089
2,1650464159703,1650464163814,1650464164182,1650464164532
3,1650464164867,1650464168928,1650464169407,1650464171496
4,1650464172270,1650464176985,1650464177343,1650464177667
5,1650464177908,1650464182264,1650464182872,1650464184674
6,1650464186161,1650464191384,1650464191830,1650464192162
7,1650464192384,1650464196897,1650464197254,1650464197556
8,1650464198359,1650464201190,1650464201551,1650464203353
9,1650464203556,1650464206076,1650464206526,1650464208229
