counter,start,storeDLT,storeKfrags,finish
0,1650469969326,1650469981240,1650469988090,1650469988421
1,1650469988998,1650469994620,1650469996631,1650469997034
2,1650469998574,1650470004654,1650470010850,1650470011240
3,1650470012643,1650470017402,1650470022617,1650470024346
4,1650470024975,1650470036520,1650470037016,1650470051252
5,1650470051714,1650470068641,1650470078536,1650470081517
6,1650470081822,1650470095288,1650470095644,1650470097857
7,1650470098306,1650470105889,1650470116794,1650470117098
8,1650470118349,1650470121567,1650470122101,1650470122412
9,1650470124940,1650470137345,1650470137676,1650470148174
