counter,start,storeDLT,storeKfrags,finish
0,1650469969157,1650469974503,1650469977346,1650469980517
1,1650469981559,1650469991121,1650469994626,1650469996349
2,1650469997064,1650470009986,1650470010726,1650470013504
3,1650470015227,1650470021766,1650470029458,1650470029801
4,1650470030095,1650470036678,1650470048504,1650470048864
5,1650470049829,1650470053306,1650470055687,1650470056073
6,1650470056074,1650470067911,1650470076422,1650470088715
7,1650470089179,1650470103501,1650470103854,1650470106098
8,1650470106291,1650470125099,1650470125539,1650470137335
9,1650470137726,1650470141730,1650470148747,1650470155760
