counter,start,storeDLT,storeKfrags,finish
0,1650469969212,1650469981227,1650469981809,1650469982152
1,1650469982540,1650469991378,1650469993087,1650470002508
2,1650470002693,1650470017593,1650470020202,1650470022982
3,1650470024603,1650470044309,1650470044688,1650470045028
4,1650470047023,1650470062967,1650470063361,1650470066672
5,1650470069137,1650470078729,1650470089531,1650470100484
6,1650470101729,1650470116724,1650470117427,1650470120361
7,1650470120414,1650470125044,1650470125400,1650470125713
8,1650470125749,1650470139723,1650470140059,1650470140367
9,1650470141507,1650470146900,1650470147296,1650470147600
