counter,start,storeDLT,storeKfrags,finish
0,1650469973168,1650469981325,1650469981833,1650469986513
1,1650469986747,1650469994967,1650470002983,1650470004463
2,1650470005111,1650470020062,1650470023138,1650470029451
3,1650470029646,1650470036519,1650470036959,1650470037312
4,1650470037690,1650470053207,1650470063244,1650470072270
5,1650470072411,1650470086796,1650470087145,1650470088061
6,1650470088888,1650470103607,1650470115152,1650470126942
7,1650470129021,1650470134461,1650470134915,1650470136508
8,1650470138707,1650470146940,1650470154426,1650470157479
9,1650470157628,1650470166105,1650470166441,1650470168071
