counter,start,storeDLT,storeKfrags,finish
0,1650469969228,1650469974327,1650469981285,1650469981651
1,1650469981847,1650469990933,1650469993965,1650469996186
2,1650469996664,1650470008307,1650470011229,1650470012392
3,1650470014048,1650470021776,1650470023277,1650470030172
4,1650470030476,1650470046869,1650470047194,1650470048941
5,1650470049068,1650470063002,1650470063466,1650470066215
6,1650470067142,1650470074533,1650470075745,1650470077127
7,1650470077708,1650470090497,1650470101459,1650470103575
8,1650470104695,1650470108210,1650470108590,1650470108912
9,1650470109529,1650470121479,1650470132395,1650470141425
