counter,start,storeDLT,storeKfrags,finish
0,1650469969664,1650469981380,1650469981909,1650469982271
1,1650469982817,1650469989455,1650469991463,1650469996603
2,1650469998205,1650470010319,1650470011177,1650470011566
3,1650470011915,1650470017624,1650470020549,1650470028216
4,1650470028766,1650470032209,1650470032576,1650470043300
5,1650470044528,1650470063568,1650470064468,1650470068446
6,1650470068612,1650470072341,1650470078927,1650470082988
7,1650470083261,1650470109394,1650470121406,1650470132649
8,1650470134990,1650470148248,1650470154477,1650470157428
9,1650470157809,1650470164879,1650470165223,1650470165535
