counter,start,storeDLT,storeKfrags,finish
0,1650469970471,1650469979754,1650469985552,1650469993048
1,1650469995033,1650470000922,1650470004424,1650470006997
2,1650470007089,1650470012396,1650470020724,1650470024371
3,1650470025137,1650470030304,1650470033903,1650470036333
4,1650470037218,1650470041883,1650470052835,1650470055579
5,1650470056378,1650470065381,1650470066702,1650470076343
6,1650470076911,1650470085467,1650470095436,1650470097656
7,1650470099098,1650470114920,1650470115286,1650470117449
8,1650470121021,1650470125143,1650470125647,1650470129448
9,1650470130199,1650470141491,1650470148682,1650470152187
