counter,start,storeDLT,storeKfrags,finish
0,1650468715337,1650468723686,1650468724067,1650468727687
1,1650468728366,1650468733866,1650468735162,1650468738796
2,1650468739835,1650468744582,1650468745022,1650468747898
3,1650468748601,1650468751825,1650468753370,1650468756436
4,1650468756989,1650468764509,1650468767795,1650468769959
5,1650468771922,1650468780152,1650468780522,1650468784193
6,1650468785659,1650468790128,1650468790595,1650468795231
7,1650468798339,1650468806817,1650468807213,1650468809599
8,1650468810268,1650468814834,1650468816074,1650468820073
9,1650468821820,1650468826549,1650468826922,1650468828952
