counter,start,storeDLT,storeKfrags,finish
0,1650468715023,1650468718543,1650468718898,1650468721600
1,1650468722957,1650468731581,1650468734565,1650468739143
2,1650468739771,1650468744602,1650468748659,1650468751078
3,1650468751635,1650468756282,1650468756631,1650468760995
4,1650468761225,1650468767701,1650468769661,1650468773153
5,1650468773262,1650468777447,1650468780243,1650468784569
6,1650468784775,1650468792279,1650468795340,1650468799007
7,1650468799311,1650468806958,1650468807328,1650468809720
8,1650468810362,1650468814788,1650468816382,1650468818871
9,1650468819103,1650468822156,1650468823029,1650468826935
