counter,start,storeDLT,storeKfrags,finish
0,1650468714996,1650468718502,1650468718846,1650468720957
1,1650468721223,1650468727846,1650468730146,1650468732697
2,1650468733073,1650468739768,1650468740608,1650468744141
3,1650468744231,1650468748939,1650468749366,1650468751776
4,1650468752145,1650468756418,1650468756889,1650468759233
5,1650468760937,1650468767722,1650468768074,1650468774318
6,1650468775189,1650468780334,1650468782901,1650468785029
7,1650468786006,1650468790126,1650468790543,1650468793621
8,1650468795484,1650468802911,1650468805039,1650468807051
9,1650468807586,1650468811621,1650468814661,1650468817726
