counter,start,storeDLT,storeKfrags,finish
0,1650470261655,1650470272112,1650470272827,1650470277288
1,1650470278332,1650470289794,1650470293628,1650470297978
2,1650470298431,1650470304572,1650470315500,1650470318162
3,1650470319423,1650470325877,1650470334245,1650470342171
4,1650470342807,1650470355689,1650470357876,1650470371937
5,1650470371989,1650470394494,1650470394862,1650470403383
6,1650470403779,1650470415623,1650470416400,1650470427356
7,1650470427719,1650470443848,1650470447417,1650470455624
8,1650470456474,1650470467069,1650470486760,1650470504835
9,1650470505767,1650470523524,1650470524113,1650470529044
