counter,start,storeDLT,storeKfrags,finish
0,1650470261399,1650470272447,1650470275894,1650470286743
1,1650470287590,1650470296840,1650470299523,1650470312542
2,1650470312903,1650470318258,1650470327772,1650470337488
3,1650470338410,1650470353273,1650470355724,1650470360160
4,1650470361177,1650470371430,1650470376154,1650470378610
5,1650470382371,1650470420878,1650470421725,1650470428513
6,1650470430331,1650470435838,1650470436187,1650470439530
7,1650470440347,1650470444848,1650470457588,1650470460645
8,1650470460988,1650470473362,1650470480053,1650470483564
9,1650470484906,1650470494256,1650470511823,1650470516811
