counter,start,storeDLT,storeKfrags,finish
0,1650470261394,1650470272180,1650470275688,1650470281953
1,1650470283347,1650470293891,1650470305333,1650470318037
2,1650470318632,1650470329320,1650470332991,1650470337528
3,1650470339292,1650470348778,1650470353754,1650470357787
4,1650470358244,1650470364448,1650470373915,1650470394470
5,1650470394789,1650470411384,1650470416316,1650470419218
6,1650470419310,1650470424945,1650470425654,1650470427875
7,1650470428817,1650470443802,1650470444786,1650470447783
8,1650470448764,1650470459611,1650470463599,1650470469775
9,1650470471367,1650470483494,1650470499540,1650470517838
