counter,start,storeDLT,storeKfrags,finish
0,1650470261689,1650470268086,1650470271999,1650470275618
1,1650470275982,1650470286305,1650470287781,1650470290597
2,1650470291030,1650470312674,1650470323261,1650470329310
3,1650470329687,1650470342494,1650470344256,1650470347877
4,1650470348413,1650470352940,1650470353842,1650470365798
5,1650470365848,1650470396667,1650470418746,1650470420978
6,1650470421248,1650470434708,1650470435144,1650470437349
7,1650470437538,1650470441955,1650470442341,1650470455782
8,1650470459352,1650470467038,1650470486283,1650470492095
9,1650470493118,1650470513783,1650470516788,1650470527412
