counter,start,storeDLT,storeKfrags,finish
0,1650473343973,1650473357650,1650473365903,1650473372632
1,1650473372763,1650473385127,1650473399858,1650473402576
2,1650473402876,1650473413391,1650473424083,1650473428763
3,1650473431642,1650473447335,1650473466408,1650473469327
4,1650473469349,1650473472146,1650473475737,1650473494469
5,1650473494697,1650473540348,1650473543079,1650473549384
6,1650473549857,1650473555843,1650473560387,1650473608322
7,1650473608470,1650473621834,1650473628146,1650473635804
8,1650473635948,1650473699170,1650473704333,1650473747874
9,1650473749721,1650473777571,1650473793123,1650473805557
