counter,start,storeDLT,storeKfrags,finish
0,1650473343668,1650473360037,1650473368818,1650473385961
1,1650473387527,1650473391905,1650473392312,1650473406118
2,1650473408098,1650473426431,1650473439269,1650473444119
3,1650473444178,1650473468271,1650473468998,1650473485297
4,1650473485635,1650473489045,1650473492293,1650473524327
5,1650473524616,1650473571594,1650473572305,1650473576494
6,1650473576876,1650473623870,1650473628591,1650473680819
7,1650473682338,1650473692819,1650473730666,1650473752096
8,1650473752305,1650473763065,1650473778390,1650473787136
9,1650473788512,1650473804875,1650473819147,1650473836387
