counter,start,storeDLT,storeKfrags,finish
0,1650473342978,1650473359413,1650473366151,1650473374283
1,1650473374763,1650473382434,1650473383771,1650473389563
2,1650473390619,1650473419434,1650473431548,1650473445647
3,1650473446171,1650473453282,1650473462692,1650473479525
4,1650473479893,1650473497909,1650473535164,1650473540631
5,1650473541256,1650473547131,1650473588656,1650473596169
6,1650473596683,1650473621882,1650473629170,1650473686148
7,1650473686599,1650473698317,1650473704143,1650473723143
8,1650473723277,1650473760365,1650473778329,1650473792322
9,1650473794701,1650473836149,1650473845608,1650473858392
