counter,start,storeDLT,storeKfrags,finish
0,1650469687429,1650469691853,1650469692262,1650469697826
1,1650469698250,1650469702506,1650469708185,1650469710091
2,1650469712577,1650469728648,1650469729057,1650469736318
3,1650469738234,1650469745761,1650469746504,1650469749013
4,1650469751248,1650469757946,1650469760622,1650469765262
5,1650469766766,1650469771216,1650469771602,1650469780452
6,1650469781347,1650469796506,1650469799942,1650469804605
7,1650469807048,1650469814446,1650469816548,1650469818909
8,1650469818972,1650469825954,1650469828306,1650469836657
9,1650469838269,1650469851196,1650469853556,1650469856446
