counter,start,storeDLT,storeKfrags,finish
0,1650469688161,1650469702979,1650469711694,1650469714635
1,1650469715783,1650469737015,1650469743402,1650469750628
2,1650469752395,1650469761360,1650469764627,1650469774024
3,1650469774310,1650469783726,1650469786707,1650469795622
4,1650469795840,1650469804630,1650469806894,1650469813296
5,1650469816464,1650469823637,1650469831198,1650469838036
6,1650469841301,1650469847052,1650469852696,1650469857476
7,1650469857646,1650469861253,1650469865567,1650469868345
8,1650469868411,1650469872492,1650469875855,1650469877562
9,1650469878250,1650469880850,1650469881226,1650469882849
