counter,start,storeDLT,storeKfrags,finish
0,1650469688331,1650469697840,1650469702681,1650469706489
1,1650469707966,1650469719226,1650469727876,1650469735576
2,1650469737114,1650469741629,1650469742043,1650469744454
3,1650469745021,1650469755134,1650469761316,1650469768486
4,1650469769272,1650469778621,1650469786736,1650469789949
5,1650469791664,1650469796918,1650469799242,1650469806768
6,1650469808309,1650469818177,1650469821260,1650469828419
7,1650469828497,1650469836000,1650469841093,1650469843857
8,1650469844199,1650469849008,1650469851447,1650469856167
9,1650469856758,1650469861237,1650469864934,1650469868431
