counter,start,storeDLT,storeKfrags,finish
0,1650469687053,1650469693703,1650469694105,1650469700203
1,1650469701347,1650469712557,1650469714031,1650469724848
2,1650469726334,1650469734435,1650469741281,1650469744307
3,1650469745065,1650469754134,1650469755013,1650469758500
4,1650469763920,1650469775367,1650469778240,1650469786652
5,1650469788693,1650469796489,1650469799117,1650469805203
6,1650469805593,1650469816483,1650469816871,1650469822346
7,1650469822785,1650469830969,1650469831337,1650469841606
8,1650469842975,1650469857516,1650469858561,1650469863140
9,1650469864886,1650469870132,1650469870923,1650469877324
