counter,start,storeDLT,storeKfrags,finish
0,1650464898499,1650464913472,1650464918055,1650464918362
1,1650464918719,1650464923437,1650464923790,1650464924111
2,1650464924123,1650464931969,1650464939229,1650464948942
3,1650464949854,1650464954901,1650464961161,1650464961527
4,1650464962300,1650464967624,1650464969079,1650464969378
5,1650464971523,1650464978790,1650464987966,1650464988276
6,1650464989900,1650464995798,1650465002917,1650465004894
7,1650465008483,1650465015586,1650465016751,1650465017074
8,1650465017166,1650465025716,1650465028265,1650465034104
9,1650465034260,1650465043087,1650465045439,1650465045867
