counter,start,storeDLT,storeKfrags,finish
0,1650465191490,1650465208717,1650465214822,1650465224974
1,1650465225681,1650465231003,1650465231373,1650465245564
2,1650465246275,1650465253722,1650465262147,1650465262465
3,1650465262659,1650465268393,1650465277578,1650465277895
4,1650465278921,1650465288088,1650465293415,1650465295007
5,1650465296146,1650465303591,1650465306580,1650465309807
6,1650465310383,1650465316022,1650465325572,1650465326191
7,1650465326493,1650465336421,1650465337663,1650465345509
8,1650465347166,1650465357157,1650465357607,1650465357913
9,1650465358460,1650465365351,1650465366936,1650465367243
