counter,start,storeDLT,storeKfrags,finish
0,1650465192967,1650465204346,1650465204810,1650465207335
1,1650465207413,1650465214685,1650465223157,1650465223511
2,1650465223915,1650465228544,1650465228932,1650465229253
3,1650465229391,1650465245657,1650465247294,1650465247595
4,1650465248164,1650465254225,1650465262236,1650465266352
5,1650465267764,1650465275890,1650465281703,1650465282059
6,1650465282946,1650465293344,1650465299916,1650465301214
7,1650465301286,1650465306836,1650465308688,1650465311595
8,1650465312330,1650465316523,1650465325645,1650465326057
9,1650465327735,1650465333960,1650465334399,1650465336426
