counter,start,storeDLT,storeKfrags,finish
0,1650465191372,1650465203819,1650465205424,1650465205761
1,1650465209950,1650465214841,1650465225086,1650465225402
2,1650465229266,1650465235652,1650465246921,1650465253353
3,1650465254001,1650465262319,1650465264109,1650465264446
4,1650465265204,1650465279908,1650465286216,1650465288043
5,1650465288368,1650465294986,1650465300010,1650465304465
6,1650465310050,1650465318106,1650465318547,1650465318872
7,1650465319775,1650465326890,1650465331048,1650465331368
8,1650465332934,1650465344316,1650465347078,1650465353194
9,1650465355953,1650465360414,1650465365294,1650465367805
